,learning_rate,n_estimators,max_depth,subsample,min_child_weight,gamma,reg_alpha,reg_lambda,scale_pos_weight,accuracy
137,0.13,100,5,0.7,,,,,1.605263157894737,0.8294269035214362
138,0.13,100,5,0.8,,,,,1.605263157894737,0.8226916075575921
139,0.13,100,5,0.9,,,,,1.605263157894737,0.8395078777226791
140,0.13,100,6,0.5,,,,,1.605263157894737,0.8260498399347185
141,0.13,100,6,0.6,,,,,1.605263157894737,0.8271671583704726
142,0.13,100,6,0.7,,,,,1.605263157894737,0.8305379448873266
143,0.13,100,6,0.8,,,,,1.605263157894737,0.8249199673592367
144,0.13,100,6,0.9,,,,,1.605263157894737,0.8294269035214362
145,0.13,100,7,0.5,,,,,1.605263157894737,0.8282844768062269
146,0.13,100,7,0.6,,,,,1.605263157894737,0.8215617349821104
147,0.13,100,7,0.7,,,,,1.605263157894737,0.8350386039796623
148,0.13,100,7,0.8,,,,,1.605263157894737,0.8260498399347185
149,0.13,100,7,0.9,,,,,1.605263157894737,0.8327788588286987
150,0.14,50,5,0.5,,,,,1.605263157894737,0.8316552633230808
151,0.14,50,5,0.6,,,,,1.605263157894737,0.829401795241981
152,0.14,50,5,0.7,,,,,1.605263157894737,0.8361433682756889
153,0.14,50,5,0.8,,,,,1.605263157894737,0.8226790534178645
154,0.14,50,5,0.9,,,,,1.605263157894737,0.832772581758835
155,0.14,50,6,0.5,,,,,1.605263157894737,0.8395267089322704
156,0.14,50,6,0.6,,,,,1.605263157894737,0.8305442219571904
157,0.14,50,6,0.7,,,,,1.605263157894737,0.8316615403929446
158,0.14,50,6,0.8,,,,,1.605263157894737,0.8249325214989642
159,0.14,50,6,0.9,,,,,1.605263157894737,0.8339087314041805
160,0.14,50,7,0.5,,,,,1.605263157894737,0.837260686711443
161,0.14,50,7,0.6,,,,,1.605263157894737,0.8260372857949909
162,0.14,50,7,0.7,,,,,1.605263157894737,0.8316552633230808
163,0.14,50,7,0.8,,,,,1.605263157894737,0.8361496453455527
164,0.14,50,7,0.9,,,,,1.605263157894737,0.832772581758835
165,0.14,100,5,0.5,,,,,1.605263157894737,0.8305191136777352
166,0.14,100,5,0.6,,,,,1.605263157894737,0.830525390747599
167,0.14,100,5,0.7,,,,,1.605263157894737,0.8271922666499278
168,0.14,100,5,0.8,,,,,1.605263157894737,0.8260498399347185
169,0.14,100,5,0.9,,,,,1.605263157894737,0.8294206264515724
170,0.14,100,6,0.5,,,,,1.605263157894737,0.8305379448873266
171,0.14,100,6,0.6,,,,,1.605263157894737,0.8182097796748478
172,0.14,100,6,0.7,,,,,1.605263157894737,0.8271608813006088
173,0.14,100,6,0.8,,,,,1.605263157894737,0.8238277572029377
174,0.14,100,6,0.9,,,,,1.605263157894737,0.8271734354403364
175,0.14,100,7,0.5,,,,,1.605263157894737,0.8361433682756889
176,0.14,100,7,0.6,,,,,1.605263157894737,0.8181972255351202
177,0.14,100,7,0.7,,,,,1.605263157894737,0.8215429037725189
178,0.14,100,7,0.8,,,,,1.605263157894737,0.8249262444291005
179,0.14,100,7,0.9,,,,,1.605263157894737,0.8271797125102003
