,learning_rate,n_estimators,max_depth,subsample,min_child_weight,gamma,reg_alpha,reg_lambda,scale_pos_weight,accuracy
127,0.13,50,6,0.7,,,,,1.605263157894737,0.829401795241981
128,0.13,50,6,0.8,,,,,1.605263157894737,0.8327788588286987
129,0.13,50,6,0.9,,,,,1.605263157894737,0.8181721172556651
130,0.13,50,7,0.5,,,,,1.605263157894737,0.830525390747599
131,0.13,50,7,0.6,,,,,1.605263157894737,0.8260498399347185
132,0.13,50,7,0.7,,,,,1.605263157894737,0.8294080723118449
133,0.13,50,7,0.8,,,,,1.605263157894737,0.8350197727700709
134,0.13,50,7,0.9,,,,,1.605263157894737,0.8249387985688281
135,0.13,100,5,0.5,,,,,1.605263157894737,0.8316615403929446
136,0.13,100,5,0.6,,,,,1.605263157894737,0.8204318624066286
137,0.13,100,5,0.7,,,,,1.605263157894737,0.8237963718536188
138,0.13,100,5,0.8,,,,,1.605263157894737,0.8260372857949909
139,0.13,100,5,0.9,,,,,1.605263157894737,0.8238026489234825
140,0.13,100,6,0.5,,,,,1.605263157894737,0.8327788588286987
141,0.13,100,6,0.6,,,,,1.605263157894737,0.8249262444291005
142,0.13,100,6,0.7,,,,,1.605263157894737,0.8215617349821104
143,0.13,100,6,0.8,,,,,1.605263157894737,0.8282970309459544
144,0.13,100,6,0.9,,,,,1.605263157894737,0.8215554579122466
145,0.13,100,7,0.5,,,,,1.605263157894737,0.8350260498399347
146,0.13,100,7,0.6,,,,,1.605263157894737,0.8226978846274559
147,0.13,100,7,0.7,,,,,1.605263157894737,0.8204381394764924
148,0.13,100,7,0.8,,,,,1.605263157894737,0.8226853304877283
149,0.13,100,7,0.9,,,,,1.605263157894737,0.8237963718536188
150,0.14,50,5,0.5,,,,,1.605263157894737,0.8249136902893729
151,0.14,50,5,0.6,,,,,1.605263157894737,0.823790094783755
152,0.14,50,5,0.7,,,,,1.605263157894737,0.8282719226664993
153,0.14,50,5,0.8,,,,,1.605263157894737,0.8316427091833533
154,0.14,50,5,0.9,,,,,1.605263157894737,0.8316552633230808
155,0.14,50,6,0.5,,,,,1.605263157894737,0.8305191136777352
156,0.14,50,6,0.6,,,,,1.605263157894737,0.8204255853367648
157,0.14,50,6,0.7,,,,,1.605263157894737,0.8282656455966355
158,0.14,50,6,0.8,,,,,1.605263157894737,0.832772581758835
159,0.14,50,6,0.9,,,,,1.605263157894737,0.8271608813006088
160,0.14,50,7,0.5,,,,,1.605263157894737,0.8282907538760906
161,0.14,50,7,0.6,,,,,1.605263157894737,0.8226790534178645
162,0.14,50,7,0.7,,,,,1.605263157894737,0.8293955181721172
163,0.14,50,7,0.8,,,,,1.605263157894737,0.8294080723118449
164,0.14,50,7,0.9,,,,,1.605263157894737,0.8260435628648547
165,0.14,100,5,0.5,,,,,1.605263157894737,0.8271483271608813
166,0.14,100,5,0.6,,,,,1.605263157894737,0.8215680120519742
167,0.14,100,5,0.7,,,,,1.605263157894737,0.8204318624066286
168,0.14,100,5,0.8,,,,,1.605263157894737,0.8260498399347185
169,0.14,100,5,0.9,,,,,1.605263157894737,0.8193082669010107
170,0.14,100,6,0.5,,,,,1.605263157894737,0.8282907538760906
171,0.14,100,6,0.6,,,,,1.605263157894737,0.8260435628648547
172,0.14,100,6,0.7,,,,,1.605263157894737,0.8226602222082732
173,0.14,100,6,0.8,,,,,1.605263157894737,0.8249136902893729
174,0.14,100,6,0.9,,,,,1.605263157894737,0.8204255853367648
175,0.14,100,7,0.5,,,,,1.605263157894737,0.8327914129684264
176,0.14,100,7,0.6,,,,,1.605263157894737,0.8215617349821104
177,0.14,100,7,0.7,,,,,1.605263157894737,0.8215554579122466
178,0.14,100,7,0.8,,,,,1.605263157894737,0.8181972255351202
179,0.14,100,7,0.9,,,,,1.605263157894737,0.8260498399347185
