,learning_rate,n_estimators,max_depth,subsample,min_child_weight,gamma,reg_alpha,reg_lambda,scale_pos_weight,accuracy
66,0.1,100,7,0.5,1.05,0.025,0.025,1,1.605263157894737,0.8316678174628084
67,0.1,100,7,0.5,1.05,0.025,0.025,1.05,1.605263157894737,0.841755068733915
68,0.1,100,7,0.5,1.05,0.025,0.025,1.1,1.605263157894737,0.8339150084740443
69,0.1,100,7,0.5,1.05,0.025,0.05,1,1.605263157894737,0.8339024543343168
70,0.1,100,7,0.5,1.05,0.025,0.05,1.05,1.605263157894737,0.8294206264515724
71,0.1,100,7,0.5,1.05,0.025,0.05,1.1,1.605263157894737,0.8350323269097985
72,0.1,100,7,0.5,1.05,0.05,0,1,1.605263157894737,0.8327788588286987
73,0.1,100,7,0.5,1.05,0.05,0,1.05,1.605263157894737,0.8316740945326722
74,0.1,100,7,0.5,1.05,0.05,0,1.1,1.605263157894737,0.8383968363567886
75,0.1,100,7,0.5,1.05,0.05,0.025,1,1.605263157894737,0.8383968363567886
76,0.1,100,7,0.5,1.05,0.05,0.025,1.05,1.605263157894737,0.8372732408511707
77,0.1,100,7,0.5,1.05,0.05,0.025,1.1,1.605263157894737,0.8339087314041805
78,0.1,100,7,0.5,1.05,0.05,0.05,1,1.605263157894737,0.8305442219571904
79,0.1,100,7,0.5,1.05,0.05,0.05,1.05,1.605263157894737,0.8316552633230808
80,0.1,100,7,0.5,1.05,0.05,0.05,1.1,1.605263157894737,0.8316740945326722
